City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
2191451,Edgecumbe,77,NZ,1586060030,52,-37.98,176.83,295.37,1.79
2094027,Kieta,66,PG,1586060266,71,-6.22,155.63,301.85,1.84
1489401,Toora-Khem,100,RU,1586060266,57,52.47,96.11,274.86,2.5
72181,Marzuq,54,YE,1586060266,26,14.4,46.47,292.78,0.88
1737185,Kapit,71,MY,1586060266,56,2.02,112.93,306.08,0.9
1269557,Jahānābād,0,IN,1586060266,30,25.22,84.98,302.15,2.1
3006787,La Rochelle,0,FR,1586060266,62,46.17,-1.15,284.15,6.7
2123814,Leningradskiy,100,RU,1586060266,89,69.38,178.42,256.62,8.75
3531007,Chiautla,75,MX,1586060266,40,19.53,-98.88,294.82,2.6
2904804,Hildburghausen,0,DE,1586060266,74,50.43,10.73,277.59,1.5
6067747,Matagami,90,CA,1586060062,70,49.75,-77.63,279.15,7.7
4391812,Independence,90,US,1586060267,75,39.09,-94.42,280.15,2.1
3608828,Iralaya,0,HN,1586060267,78,15,-83.23,297.81,3.65
3393536,Olinda,40,BR,1586060170,79,-8.01,-34.86,302.15,1.5
338832,Dire Dawa,36,ET,1586060267,36,9.59,41.87,293.88,5.36
2258378,Loandjili,40,CG,1586060267,94,-4.76,11.86,299.15,1
3894426,Coyhaique,40,CL,1586060267,61,-45.58,-72.07,283.15,6.2
2034657,Suifenhe,87,CN,1586060267,62,44.4,131.17,275.33,7.72
2126785,Belaya Gora,86,RU,1586060267,88,68.53,146.42,260.99,2.29
2460954,Araouane,0,ML,1586060268,14,18.9,-3.53,299.58,2.96
1640902,Kawalu,35,ID,1586060268,52,-7.38,108.21,305.33,0.25
986717,Kruisfontein,81,ZA,1586060187,83,-34,24.73,289.75,3.75
258241,Lithakia,75,GR,1586060240,76,37.72,20.83,285.15,3.1
2068110,Kununurra,8,AU,1586060268,47,-15.77,128.73,309.15,3.6
107304,Buraidah,0,SA,1586060064,37,26.33,43.98,293.15,1
511865,Pechenga,100,RU,1586060268,92,69.53,31.17,265.48,9.87
2206874,Waipawa,48,NZ,1586060268,52,-41.41,175.52,293.15,6.2
487928,Novikovo,0,RU,1586060268,81,51.15,37.89,274.51,3
2146219,Hervey Bay,40,AU,1586060269,54,-25.3,152.85,303.15,4.6
2152659,Port Macquarie,0,AU,1586060269,35,-31.43,152.92,300.37,2.1
1261906,Nannilam,50,IN,1586060269,65,10.88,79.61,303.37,2.49
1275339,Mumbai,0,IN,1586060120,58,19.01,72.85,303.15,2.6
1174062,Kharan,12,PK,1586060269,23,28.58,65.42,297.05,1.41
575521,Bogorodskoye,15,RU,1586060329,88,56.55,37.88,272.44,2.98
2112444,Kamaishi,75,JP,1586060329,61,39.27,141.88,281.15,4.6
2274895,Monrovia,19,LR,1586060118,86,6.3,-10.8,300.33,2.79
2018735,Nyurba,16,RU,1586060329,94,63.28,118.33,268.8,4.37
4149959,Cape Canaveral,1,US,1586060100,83,28.41,-80.6,297.15,1.5
1274055,Chittarkonda,0,IN,1586060330,28,18.12,82.08,306.13,0.68
2138555,Poum,68,NC,1586060330,80,-20.23,164.02,300.39,10.41
3445026,Vila Velha,90,BR,1586060330,73,-20.33,-40.29,298.15,3.1
1636426,Manggar,33,ID,1586060330,62,-2.88,108.27,303.82,1.86
2447513,Arlit,0,NE,1586060330,11,18.74,7.39,300.75,4.25
2157698,Mildura,90,AU,1586060330,59,-34.2,142.15,291.48,5.7
1263752,Māngrol,0,IN,1586060330,54,21.12,70.12,300.21,4.69
1683468,Tamisan,5,PH,1586060330,70,6.84,126.3,301.25,4.38
326036,Yabēlo,47,ET,1586060331,53,4.88,38.08,287.28,2.8
179634,Takaungu,20,KE,1586060331,94,-3.68,39.86,298.15,2.1
1252795,Yanam,40,IN,1586060331,62,16.73,82.22,304.15,1
3454005,Piaçabuçu,20,BR,1586060331,88,-10.41,-36.43,300.25,4.29
1519691,Sarkand,0,KZ,1586060331,25,45.41,79.92,288.5,0.92
364933,Umm Kaddadah,95,SD,1586060331,12,13.6,26.69,298.01,5.82
4255151,Bud,90,US,1586060091,81,39.45,-86.18,282.59,4.6
2120769,Talaya,34,RU,1586060331,83,61.38,152.75,265.68,6.67
136702,Dehlorān,53,IR,1586060332,40,32.69,47.27,290.25,2.25
3860259,Córdoba,95,AR,1586060105,77,-31.41,-64.18,293.71,4.6
477940,Ust-Tsilma,100,RU,1586060332,97,65.44,52.15,269.42,2.7
2264923,Peniche,40,PT,1586060332,93,39.36,-9.38,289.26,5.1
2171099,Codrington,84,AU,1586060073,64,-38.27,141.97,289.21,9.86
1511094,Bagan,98,RU,1586060332,93,54.1,77.66,272.75,5.31
5870133,Nome,90,US,1586060332,97,64.5,-165.41,273.15,6.2
3620266,Corn Island,0,NI,1586060333,73,12.17,-83.04,300.4,4.87
1214488,Meulaboh,95,ID,1586060333,69,4.14,96.13,302.17,2.72
5557293,Sitka,40,US,1586060333,69,57.05,-135.33,277.15,5.1
1514125,Dustlik,100,UZ,1586060333,55,40.52,68.04,290.5,2.05
3347019,Mossamedes,4,AO,1586060333,74,-15.2,12.15,295.63,3.27
2017979,Petropavlovka,100,RU,1586060333,48,50.61,105.32,278.41,5.08
69559,Yarim,47,YE,1586060333,32,14.3,44.38,286.47,1.09
1804874,Kaihua,69,CN,1586060333,49,23.37,104.28,290.94,2.74
1510689,Baykit,98,RU,1586060334,86,61.67,96.37,273.62,3.87
2656708,Ayr,20,GB,1586060146,70,55.46,-4.63,281.15,2.6
533284,Lunino,1,RU,1586060334,82,53.59,45.23,274.4,2.86
1642692,Jatiroto,20,ID,1586060334,83,-7.88,111.12,302.15,1.5
1256063,Sirpur,6,IN,1586060334,36,19.48,79.6,304.42,3.23
2134814,Sola,90,VU,1586060334,94,-13.88,167.55,300.15,14.58
1640576,Kefamenanu,0,ID,1586060334,55,-9.45,124.48,303.05,0.57
5312476,Safford,1,US,1586060335,20,32.83,-109.71,290.15,4.1
1643837,Gorontalo,26,ID,1586060335,53,0.54,123.06,306.25,0.46
5969025,Haines Junction,95,CA,1586060335,78,60.75,-137.51,270.71,0.54
1651531,Ambon City,40,ID,1586060335,63,-3.7,128.18,306.15,3.1
3407762,Amapá,100,BR,1586060335,94,1,-52,296.22,0.88
2088163,Popondetta,96,PG,1586060335,54,-8.75,148.25,304.53,2.12
1528998,Yumen,100,CN,1586060335,20,40.28,97.2,284.69,1.81
8079926,Labuhan,88,ID,1586060335,71,-6.88,112.21,303.42,2.62
2396518,Port-Gentil,95,GA,1586060335,89,-0.72,8.78,298.26,4.7
2121324,Shebunino,100,RU,1586060336,93,46.43,141.86,274.73,3.13
2381972,Adrar,0,MR,1586060336,20,20.5,-10.07,295.2,4.43
3175096,Laas,5,IT,1586060336,80,46.62,10.7,278.71,2.6
4026082,Lázaro Cárdenas,0,MX,1586060336,79,17.96,-102.2,296.68,2.33
3670218,San Andrés,40,CO,1586060091,74,12.58,-81.7,301.15,4.6
3382226,Camopi,90,GF,1586060396,95,3.17,-52.32,296.32,1.24
2303611,Esim,89,GH,1586060100,82,4.87,-2.24,300.11,2.39
3839982,Punta Alta,40,AR,1586060344,76,-38.88,-62.07,287.86,4.75
2013639,Verkhnevilyuysk,58,RU,1586060397,92,63.45,120.32,266.55,5.62
2315728,Gemena,80,CD,1586060397,76,3.25,19.77,295.48,1.38
3663529,Manacapuru,40,BR,1586060397,94,-3.3,-60.62,298.15,1.5
778362,Øksfjord,99,NO,1586060397,85,70.24,22.35,270.15,5.1
2068655,Katherine,65,AU,1586060397,38,-14.47,132.27,307.15,4.6
3837213,San Juan,40,AR,1586060397,38,-31.54,-68.54,293.99,1.46
686090,Asău,83,RO,1586060398,64,46.43,26.4,276.15,3.6
3980230,Viesca,75,MX,1586060399,19,25.35,-102.8,300.15,3.6
5905393,Bonavista,100,CA,1586060399,87,48.65,-53.11,269.82,0.45
2155562,Nelson Bay,0,AU,1586060399,35,-32.72,152.15,298.15,9.3
3438102,Fuerte Olimpo,0,PY,1586060400,59,-21.04,-57.87,296.11,1.03
779622,Havøysund,100,NO,1586060301,79,71,24.66,270.15,8.2
2027002,Bayangol,100,RU,1586060400,50,50.7,103.47,274.52,2.31
1629380,Ruteng,6,ID,1586060400,51,-8.61,120.47,298.46,1.81
5063646,Beatrice,1,US,1586060400,74,40.27,-96.75,275.93,1.5
1812955,Dezhou,93,CN,1586060400,30,37.45,116.29,289.13,4.46
1701054,Marawi,2,PH,1586060140,41,8,124.29,301.83,2.5
2523082,Syracuse,0,IT,1586060401,87,37.09,15.28,282.59,1.5
3860443,Comodoro Rivadavia,69,AR,1586060401,50,-45.87,-67.5,287.15,13.9
2121373,Seymchan,57,RU,1586060401,86,62.88,152.43,263.42,2.33
1261234,Nohar,86,IN,1586060402,25,29.18,74.77,299.42,2.38
1718367,Karligan,33,PH,1586060402,59,14.97,122.05,301.34,3.34
5954718,Flin Flon,99,CA,1586060402,93,54.77,-101.86,262.44,1.85
1576633,Lang Son,99,VN,1586060402,78,21.83,106.73,288.89,2.52
3395981,Maceió,98,BR,1586060403,100,-9.67,-35.74,298.15,1.5
467084,Yertsevo,37,RU,1586060403,96,60.8,40.09,268.22,2.43
1735902,Sibu,75,MY,1586060403,94,2.3,111.82,300.15,2.1
1495385,Pelym,100,RU,1586060403,93,61.01,62,273.87,1.87
1786855,Yatou,0,CN,1586060403,49,37.15,122.38,281.57,5.09
2632287,Dalvik,90,IS,1586060403,79,65.97,-18.53,266.15,19.5
2314705,Kikwit,99,CD,1586060404,75,-5.04,18.82,294.69,0.85
2141714,Bourail,14,NC,1586060404,59,-21.57,165.48,302.74,4.07
605155,Kiruna,0,SE,1586060404,66,67.86,20.23,261.15,1.5
3421765,Nanortalik,96,GL,1586060404,82,60.14,-45.24,269.64,13.21
2511180,Santa Cruz de La Palma,29,ES,1586060363,68,28.68,-17.76,293.15,2.1
5978133,Hudson Bay,100,CA,1586060404,93,52.85,-102.38,265.96,2.75
5983720,Iqaluit,5,CA,1586060405,70,63.75,-68.51,254.26,11.3
6111696,Port-Cartier,5,CA,1586060405,100,50.03,-66.87,268.15,1.77
64435,Berbera,77,SO,1586060405,76,10.44,45.01,300.35,2.98
6137462,Saint-Augustin,100,CA,1586060405,98,51.23,-58.65,269.79,0.81
1263942,Manavālakurichi,40,IN,1586060405,66,8.13,77.3,304.15,2.1
618370,Drochia,0,MD,1586060405,66,48.03,27.82,277.05,3.5
1636308,Manokwari,100,ID,1586060405,78,-0.87,134.08,301.27,3.01
2831708,Soest,0,DE,1586060405,73,51.58,8.11,279.15,2.1
2016307,Solnechnyy,0,RU,1586060406,68,50.72,136.63,275.42,2.97
2090021,Namatanai,3,PG,1586060406,69,-3.67,152.43,301.88,3.41
504187,Puksoozero,58,RU,1586060406,95,62.59,40.61,267.1,2.17
3939168,Huarmey,49,PE,1586060277,76,-10.07,-78.15,296.19,2.37
2191562,Dunedin,85,NZ,1586060406,81,-45.87,170.5,288.15,1.34
2121197,Sinegor'ye,4,RU,1586060407,82,62.08,150.48,264.9,1.63
2624521,Asnæs,51,DK,1586060467,93,55.81,11.5,277.04,1.5
4769125,Leesburg,1,US,1586060432,93,39.12,-77.56,285.37,1.5
3374235,Sal Rei,75,CV,1586060467,73,16.18,-22.92,295.15,4.1
2125711,Esso,92,RU,1586060467,77,55.93,158.7,268.16,2.45
88533,Awjilah,4,LY,1586060467,72,29.11,21.29,288.02,4.99
2173323,Bundaberg,40,AU,1586060467,54,-24.85,152.35,303.15,4.6
5847486,Kailua,20,US,1586060468,74,21.4,-157.74,300.15,4.1
2017215,Sangar,100,RU,1586060468,94,63.92,127.47,265.86,5.06
3351014,Camacupa,100,AO,1586060468,66,-12.02,17.48,289.21,0.77
1056899,Sambava,16,MG,1586060468,77,-14.27,50.17,296.37,3.89
1626703,Soe,0,ID,1586060468,55,-9.86,124.28,300.38,0.77
6144312,Sept-Îles,5,CA,1586060468,100,50.2,-66.38,268.15,2.61
2610806,Vágur,100,FO,1586060468,83,61.47,-6.81,280.96,12.79
6690297,Saint-Leu,0,RE,1586060468,65,-21.15,55.28,300.15,3.1
2289049,Ferkessédougou,82,CI,1586060469,61,9.6,-5.2,301.19,3.25
1264331,Mahur,0,IN,1586060469,16,25.17,93.12,302.11,0.41
3396016,Macapá,40,BR,1586060294,100,0.04,-51.07,301.15,4.1
1714733,Dingle,5,PH,1586060469,52,11,122.67,303.91,5.56
3694112,Paita,24,PE,1586060469,72,-5.09,-81.11,297.13,4.18
934322,Mahébourg,40,MU,1586060469,74,-20.41,57.7,300.37,1.5
3115824,Muros,75,ES,1586060469,76,42.78,-9.06,289.82,5.1
2071860,Esperance,98,AU,1586060469,52,-33.87,121.9,292.15,3.6
2630299,Hofn,100,IS,1586060469,95,64.25,-15.21,270.73,21.55
3838859,Río Gallegos,75,AR,1586060288,87,-51.62,-69.22,279.15,3.6
2173125,Burnie,10,AU,1586060470,58,-41.07,145.92,284.82,4.92
1528796,At-Bashi,5,KG,1586060470,28,41.17,75.81,276.77,1.13
2014694,Tyrma,0,RU,1586060470,50,50.08,132.17,278.5,1.9
1852357,Shimoda,20,JP,1586060470,48,34.67,138.95,291.48,7.2
1268008,Kanniyākumāri,96,IN,1586060470,71,8.08,77.57,302.01,1.03
1252783,Yārāda,20,IN,1586060470,70,17.65,83.27,303.15,4.1
3184081,Shkodër,75,AL,1586060470,35,42.07,19.51,287.15,9.3
2013279,Vostok,100,RU,1586060470,77,46.49,135.88,271.57,2.29
3573374,The Valley,0,AI,1586060471,74,18.22,-63.06,299.82,1
2277060,Gbarnga,98,LR,1586060471,91,7,-9.47,296.57,0.8
6173864,Vernon,1,CA,1586060471,41,50.26,-119.27,277.15,5.7
2398073,Mouila,100,GA,1586060471,87,-1.87,11.06,296.07,1.24
2013918,Ust-Maya,100,RU,1586060471,96,60.42,134.53,269.86,2.78
292968,Abu Dhabi,99,AE,1586060412,58,24.47,54.37,301.15,2.1
1733874,Beaufort,75,MY,1586060472,66,5.35,115.75,305.15,1.5
4231997,Avera,1,US,1586060472,87,33.19,-82.53,291.15,1.5
2361373,Diapaga,100,BF,1586060472,32,12.07,1.79,303.42,3.47
1254709,Tezu,5,IN,1586060472,20,27.92,96.17,303.34,1.15
3628473,San Cristobal,88,VE,1586060294,64,7.77,-72.22,294.33,0.59
1159716,Sarakhs,9,IR,1586060472,82,36.54,61.16,290.15,5.1
2168305,Dubbo,40,AU,1586060472,52,-32.25,148.62,293.15,3.6
5887916,Athabasca,56,CA,1586060472,90,54.72,-113.29,262.35,2.19
4566137,Manatí,20,PR,1586060472,78,18.43,-66.49,298.15,1.5
5686121,Whitefish,1,US,1586060253,51,48.41,-114.34,275.15,3.6
6148373,Sioux Lookout,20,CA,1586060473,85,50.1,-91.92,269.15,1.88
934479,Grand Gaube,40,MU,1586060473,74,-20.01,57.66,300.37,1.5
3649408,Altagracia de Orituco,89,VE,1586060473,73,9.86,-66.38,297.34,1.6
988356,Kokstad,0,ZA,1586060473,53,-30.55,29.42,284.28,2.36
3336897,La Rioja,100,ES,1586060473,81,42.25,-2.5,282.15,5.7
6620339,Karratha,98,AU,1586060473,43,-20.74,116.85,304.19,1.83
1502725,Yugorsk,100,RU,1586060473,93,61.31,63.33,274.25,1.76
470905,Vuktyl,89,RU,1586060474,98,63.86,57.31,271.56,3.72
3942259,Coracora,96,PE,1586060474,29,-15.03,-73.78,284.95,1.2
2250645,Kédougou,0,SN,1586060534,25,12.56,-12.17,304.15,2.04
2018069,Peleduy,86,RU,1586060534,93,59.63,112.74,271.83,5.37
2441447,Maïné Soroa,22,NE,1586060534,16,13.21,12.02,300.49,1.87
1253628,Ginda,90,IN,1586060534,82,30.69,78.49,289.15,1.5
1496511,Novy Urengoy,100,RU,1586060534,96,66.08,76.63,274.48,7.67
935214,Saint-Pierre,0,RE,1586060482,65,-21.34,55.48,300.15,3.1
6162949,Terrace,5,CA,1586060535,32,54.52,-128.6,277.15,3.1
3648698,Bachaquero,17,VE,1586060535,79,9.97,-71.15,300.87,1.73
2128975,Nemuro,75,JP,1586060535,87,43.32,145.57,279.15,1.5
479471,Ugra,83,RU,1586060535,84,54.78,34.33,273.56,3.22
3111107,Salamanca,25,ES,1586060535,86,40.83,-6,279.82,2.6
1794140,Sishui,100,CN,1586060535,29,35.65,117.28,287.52,3.07
2455216,Kita,0,ML,1586060361,15,13.03,-9.49,301,1.5
1529376,Korla,69,CN,1586060536,23,41.76,86.15,287.68,0.99
5961417,Gimli,70,CA,1586060536,64,50.63,-96.99,266.48,1.61
1337607,Kudahuvadhoo,91,MV,1586060536,71,2.67,72.89,301.98,3.96
5777224,Lehi,1,US,1586060467,28,40.39,-111.85,286.48,4.6
2650918,Drumnadrochit,100,GB,1586060536,81,57.33,-4.48,282.15,3.6
121110,Piranshahr,7,IR,1586060536,39,36.7,45.14,276.97,1.47
5468773,Gallup,1,US,1586060536,25,35.53,-108.74,284.15,6.2
1630639,Pringsewu,74,ID,1586060536,77,-5.36,104.97,301.81,0.9
2063042,Port Hedland,100,AU,1586060536,34,-20.32,118.57,308.15,1.5
3348078,Kuito,93,AO,1586060536,61,-12.38,16.93,288.75,1.4
1215502,Banda Aceh,64,ID,1586060537,66,5.56,95.32,303.11,3.47
1082243,Ambilobe,1,MG,1586060537,89,-13.2,49.05,295.82,1.36
5989403,Kapuskasing,90,CA,1586060537,92,49.42,-82.43,272.15,4.6
2523666,Quartucciu,0,IT,1586060537,100,39.25,9.18,282.59,3.1
5338196,Coalinga,90,US,1586060537,58,36.14,-120.36,289.15,5.1
3414079,Olafsvik,100,IS,1586060537,92,64.89,-23.71,269.16,24.96
6089404,North Battleford,90,CA,1586060537,85,52.78,-108.28,263.15,1
87205,Darnah,69,LY,1586060537,70,32.77,22.64,288.73,12.09
1607736,Phetchabun,20,TH,1586060537,58,16.25,101.08,312.04,1.5
286621,Salalah,37,OM,1586060538,78,17.02,54.09,299.15,1
1259385,Port Blair,1,IN,1586060538,69,11.67,92.75,301.3,4.42
5919850,Chapais,90,CA,1586060538,65,49.78,-74.85,278.15,2.6
